name,lat,lon,country,state
Kozy,49.8667,19.1500,PL,Śląskie
High River,50.5808,-113.8744,CA,Alberta
San Marco in Lamis,41.7117,15.6350,IT,Puglia
Serra Branca,-7.4828,-36.6650,BR,Paraíba
Bataredh,26.4250,84.6061,IN,Bihār
Arara,-6.8278,-35.7578,BR,Paraíba
York,43.1860,-70.6660,US,Maine
Manerbio,45.3667,10.1333,IT,Lombardy
Spiez,46.6833,7.6667,CH,Bern
West End,26.6867,-78.9750,BS,West Grand Bahama
Sabana Iglesia,19.3300,-70.7500,DO,Cibao Norte
Sigli,15.0631,75.4667,IN,Karnātaka
Novi Iskar,42.8000,23.3500,BG,Sofia-Grad
Ouargaye,11.5000,0.0500,BF,Centre-Est
Eichenau,48.1667,11.3167,DE,Bavaria
Presidente Bernardes,-22.0061,-51.5531,BR,São Paulo
Palangarai,11.1978,77.3058,IN,Tamil Nādu
Carluke,55.7340,-3.8340,GB,South Lanarkshire
New Providence,40.6996,-74.4035,US,New Jersey
Kewatgawan,25.8012,86.3229,IN,Bihār
Feldbach,46.9550,15.8883,AT,Steiermark
Mario Campos,-20.0558,-44.1878,BR,Minas Gerais
Panchgani,17.9200,73.8200,IN,Mahārāshtra
Schinnen,50.9500,5.8833,NL,Limburg
Lourdes,43.0950,-0.0453,FR,Occitanie
Mqam at Tolba,33.9375,-6.2544,MA,Rabat-Salé-Kénitra
Narayangarh,24.2708,75.0501,IN,Madhya Pradesh
Arruda dos Vinhos,38.9833,-9.0667,PT,Lisboa
Busra al Harir,32.8425,36.3400,SY,Dar‘ā
Barhi,24.3045,85.4195,IN,Jhārkhand
Amilly,47.9731,2.7703,FR,Centre-Val de Loire
Reeuwijk,52.0500,4.7300,NL,Zuid-Holland
Primavera,-8.3378,-35.3550,BR,Pernambuco
Oak Park,34.1850,-118.7669,US,California
Kolappalur,11.5100,77.4500,IN,Tamil Nādu
Lake Wylie,35.0997,-81.0678,US,South Carolina
Bilga,31.0500,75.6500,IN,Punjab
Marietta,39.4241,-81.4465,US,Ohio
Blytheville,35.9321,-89.9051,US,Arkansas
Creutzwald,49.2053,6.6958,FR,Grand Est
Clinton,40.6315,-74.8553,US,New Jersey
Trebur,49.9242,8.4092,DE,Hesse
Nawada,25.1021,86.6902,IN,Bihār
Connersville,39.6582,-85.1410,US,Indiana
Chateaudun,48.0708,1.3378,FR,Centre-Val de Loire
Thara,26.7027,78.2788,IN,Madhya Pradesh
Vernouillet,48.7208,1.3606,FR,Centre-Val de Loire
Grass Valley,39.2238,-121.0522,US,California
Western Springs,41.8023,-87.9006,US,Illinois
Malone,44.7956,-74.2859,US,New York
Jardim de Piranhas,-6.3789,-37.3519,BR,Rio Grande do Norte
Chalma,21.2167,-98.4000,MX,Veracruz
Ilamatlan,20.7833,-98.4500,MX,Veracruz
Bhankarpur,30.6500,76.8200,IN,Punjab
Basmenj,37.9964,46.4717,IR,Āz̄arbāyjān-e Sharqī
Flint,53.2482,-3.1358,GB,Flintshire
Calderara di Reno,44.5667,11.2667,IT,Emilia-Romagna
Chanaral,-26.3444,-70.6219,CL,Atacama
Alexandria,-6.4128,-38.0158,BR,Rio Grande do Norte
San Rafael,14.7333,-88.4167,HN,Lempira
L'Union,43.6564,1.4844,FR,Occitanie
Knittelfeld,47.2150,14.8294,AT,Steiermark
Mechtras,36.5448,4.0049,DZ,Tizi Ouzou
Sant Sadurni d'Anoia,41.4261,1.7850,ES,Catalonia
Patate,-1.3167,-78.5167,EC,Tungurahua
Le Relecq-Kerhuon,48.4086,-4.3969,FR,Bretagne
Neustadt,49.5967,10.6089,DE,Bavaria
Charxin,39.6967,66.7686,UZ,Samarqand
Port Neches,29.9765,-93.9459,US,Texas
Samalsar,30.6364,74.9983,IN,Punjab
Moissac,44.1047,1.0853,FR,Occitanie
Wiesmoor,53.4000,7.7333,DE,Lower Saxony
Chima,9.1500,-75.6333,CO,Córdoba
Glen Carbon,38.7580,-89.9822,US,Illinois
Tezze sul Brenta,45.6862,11.7042,IT,Veneto
Arendonk,51.3167,5.0833,BE,Flanders
Besigheim,48.9983,9.1417,DE,Baden-Württemberg
Patti,38.1389,14.9648,IT,Sicilia
Gex,46.3333,6.0578,FR,Auvergne-Rhône-Alpes
Kussnacht,47.0667,8.4333,CH,Schwyz
Lake Forest Park,47.7574,-122.2864,US,Washington
Aubergenville,48.9583,1.8550,FR,Île-de-France
Gricignano d'Aversa,41.0000,14.1833,IT,Campania
General Belgrano,-35.7667,-58.5000,AR,Buenos Aires
Lavagna,44.3167,9.3333,IT,Liguria
Kofele,7.0000,38.7500,ET,Oromīya
Libertad,8.5583,124.3500,PH,Misamis Oriental
Aguas Vermelhas,-15.7469,-41.4600,BR,Minas Gerais
Sault Ste. Marie,46.4817,-84.3723,US,Michigan
San Juan de Betulia,9.2756,-75.2456,CO,Sucre
Dok Kham Tai,19.1620,99.9926,TH,Phayao
Cayiralan,39.3050,35.6444,TR,Yozgat
Manati,10.4450,-74.9597,CO,Atlántico
Matias Barbosa,-21.8689,-43.3189,BR,Minas Gerais
Lislique,13.8000,-87.8833,SV,La Unión
Roudnice nad Labem,50.4254,14.2618,CZ,Ústecký Kraj
Birdaban,26.4012,84.9934,IN,Bihār
Mayenne,48.3031,-0.6136,FR,Pays de la Loire
Mosgiel,-45.8750,170.3486,NZ,Otago
Porto Esperidiao,-15.8528,-58.4600,BR,Mato Grosso
Loreto,43.4389,13.6086,IT,Marche
Kissane Ltouqi,34.6000,-5.0833,MA,Fès-Meknès
Casale sul Sile,45.6000,12.3333,IT,Veneto
Keisen,33.5788,130.6781,JP,Fukuoka
Neunkirchen,47.7269,16.0817,AT,Niederösterreich
Pentapadu Kasba,16.7939,81.5403,IN,Andhra Pradesh
Royse City,32.9762,-96.3175,US,Texas
Pervomaysk,54.8667,43.8000,RU,Nizhegorodskaya Oblast’
Lavello,41.0500,15.8000,IT,Basilicata
Luchenza,-16.0167,35.3000,MW,Thyolo
Goudomp,12.5778,-15.8722,SN,Sédhiou
Vitry-le-Francois,48.7247,4.5844,FR,Grand Est
Trogir,43.5169,16.2514,HR,Splitsko-Dalmatinska Županija
Paiker,24.4388,87.9073,IN,West Bengal
Yecuatla,19.8521,-96.7792,MX,Veracruz
Bacup,53.7040,-2.1990,GB,Lancashire
Sondho Dullah,25.9016,85.3569,IN,Bihār
Ubstadt-Weiher,49.1656,8.6250,DE,Baden-Württemberg
Quattro Castella,44.6333,10.4667,IT,Emilia-Romagna
Andasibe,-18.9333,48.4167,MG,Toamasina
Brunn am Gebirge,48.1069,16.2842,AT,Niederösterreich
Bagli,22.6412,76.3488,IN,Madhya Pradesh
Henderson,32.1576,-94.7960,US,Texas
Zehdenick,52.9833,13.3333,DE,Brandenburg
Tuchola,53.6000,17.8500,PL,Kujawsko-Pomorskie
Mayamankurichchi,8.8855,77.5041,IN,Tamil Nādu
Tummanatti,11.4284,76.7585,IN,Tamil Nādu
Fereydunshahr,32.9411,50.1211,IR,Eşfahān
Govindgarh,24.3785,81.2964,IN,Madhya Pradesh
Hathauri,25.9593,85.9747,IN,Bihār
Formello,42.0833,12.4000,IT,Lazio
Kadiyampatti,11.8720,78.0961,IN,Tamil Nādu
Standish,53.5860,-2.6640,GB,Wigan
Seabrook,29.5751,-95.0235,US,Texas
San Juan de Limay,13.1739,-86.6128,NI,Estelí
Union de Tula,19.9570,-104.2680,MX,Jalisco
Bischwiller,48.7664,7.8569,FR,Grand Est
Pathra,24.8804,87.0447,IN,Bihār
Ataco,3.6000,-75.3833,CO,Tolima
Rionero in Vulture,40.9167,15.6667,IT,Basilicata
Varzea Nova,-11.2589,-40.9419,BR,Bahia
Wasserburg am Inn,48.0617,12.2333,DE,Bavaria
Al Ha'ir,25.7900,45.3800,SA,Ar Riyāḑ
Frederiksvaerk,55.9667,12.0167,DK,Hovedstaden
Jucuaran,13.2544,-88.2489,SV,Usulután
San Juan,14.4167,-88.4333,HN,Intibucá
Dambal,15.2960,75.7737,IN,Karnātaka
Aguilar,37.5167,-4.6500,ES,Andalusia
Rio Casca,-20.2258,-42.6508,BR,Minas Gerais
Kalardasht,36.5167,51.1667,IR,Māzandarān
Severn,44.7500,-79.5167,CA,Ontario
Martinsville,36.6826,-79.8636,US,Virginia
Mangarwara,26.0119,87.0854,IN,Bihār
Paripueira,-9.4650,-35.5519,BR,Alagoas
Les Ponts-de-Ce,47.4244,-0.5253,FR,Pays de la Loire
Jobat,22.4160,74.5683,IN,Madhya Pradesh
Tenente Portela,-27.3708,-53.7578,BR,Rio Grande do Sul
Wickede,51.4964,7.8658,DE,North Rhine-Westphalia
Hissaramuruvani,15.7710,77.4194,IN,Andhra Pradesh
Dinklage,52.6667,8.1333,DE,Lower Saxony
Kaspi,41.9250,44.4222,GE,Shida Kartli
Abre Campo,-20.3008,-42.4778,BR,Minas Gerais
General Viamonte,-35.0000,-61.0333,AR,Buenos Aires
Jaca,42.5500,-0.5500,ES,Aragon
Zehak,30.8939,61.6803,IR,Sīstān va Balūchestān
Costessey,52.6602,1.2161,GB,Norfolk
Albertirsa,47.2400,19.6067,HU,Pest
Lakkavaram,17.0628,81.2919,IN,Andhra Pradesh
Wake,34.8029,134.1575,JP,Okayama
Tirmaigiri,16.7230,79.3374,IN,Andhra Pradesh
Wehr,47.6297,7.9044,DE,Baden-Württemberg
Bteghrine,33.9300,35.7450,LB,Mont-Liban
Kalaiyamputtur,10.4542,77.4831,IN,Tamil Nādu
Hockessin,39.7837,-75.6815,US,Delaware
Pendencias,-5.2600,-36.7219,BR,Rio Grande do Norte
San Antonio Aguas Calientes,14.5333,-90.7667,GT,Sacatepéquez
Sirsia Hanumanganj,26.1381,87.1133,IN,Bihār
Bad Salzdetfurth,52.0653,10.0092,DE,Lower Saxony
Sathmalpur,25.8749,85.8567,IN,Bihār
Bichkunda,18.4000,77.7167,IN,Andhra Pradesh
Urtaowul,41.1908,69.1494,UZ,Toshkent
Harnes,50.4450,2.9058,FR,Hauts-de-France
Muisne,0.6108,-80.0186,EC,Esmeraldas
Barssel,53.1703,7.7467,DE,Lower Saxony
Irondale,33.5439,-86.6606,US,Alabama
Pont-Sainte-Maxence,49.3011,2.6036,FR,Hauts-de-France
Fatehabad,26.0652,84.9722,IN,Bihār
Testour,36.5500,9.4500,TN,Béja
Brig-Glis,46.3167,7.9667,CH,Valais
Tenambakkam,12.8102,79.7341,IN,Tamil Nādu
Butler,40.8616,-79.8962,US,Pennsylvania
Nakskov,54.8333,11.1500,DK,Sjælland
San Jacinto del Cauca,8.2500,-74.7167,CO,Bolívar
Bhagwanpur Desua,25.8124,85.8382,IN,Bihār
Chiampo,45.5500,11.2833,IT,Veneto
Khoyniki,51.8892,29.9644,BY,Homyel’skaya Voblasts’
Itano,34.1443,134.4626,JP,Tokushima
Ruza,55.7000,36.2000,RU,Moskovskaya Oblast’
Lumberton,30.2562,-94.2070,US,Texas
Elavanasur,11.7154,79.1796,IN,Tamil Nādu
Amondara,39.5178,67.8131,TJ,Sughd
Araruna,-23.9319,-52.4958,BR,Paraná
San Clemente,15.7119,120.3603,PH,Tarlac
Glenpool,35.9488,-96.0052,US,Oklahoma
Eatontown,40.2913,-74.0558,US,New Jersey
Sangar,37.1811,49.6939,IR,Gīlān
Jimboomba,-27.8300,153.0313,AU,Queensland
Arboga,59.3939,15.8386,SE,Västmanland
Gulni,24.9309,85.8030,IN,Bihār
Englewood,39.8643,-84.3070,US,Ohio
Oboyan,51.2000,36.2833,RU,Kurskaya Oblast’
Dores do Indaia,-19.4628,-45.6019,BR,Minas Gerais
Wernau,48.6886,9.4222,DE,Baden-Württemberg
Akhty,41.4647,47.7400,RU,Dagestan
Jupiter Farms,26.9222,-80.2189,US,Florida
Inawashiro,37.5578,140.1048,JP,Fukushima
Capaci,38.1667,13.2333,IT,Sicilia
Keerbergen,51.0031,4.6311,BE,Flanders
River Ridge,29.9593,-90.2202,US,Louisiana
Plover,44.4615,-89.5382,US,Wisconsin
Kamalapuram,11.7680,78.0599,IN,Tamil Nādu
Nangavalli,11.7619,77.8909,IN,Tamil Nādu
Tucapel,-37.2833,-71.9500,CL,Biobío
Pegnitz,49.7564,11.5450,DE,Bavaria
Marshall,39.1147,-93.2010,US,Missouri
Golyshmanovo,56.3819,68.3715,RU,Tyumenskaya Oblast’
Tauberbischofsheim,49.6225,9.6628,DE,Baden-Württemberg
Calcinaia,43.6833,10.6167,IT,Tuscany
Bardstown,37.8175,-85.4550,US,Kentucky
Itapui,-22.2333,-48.7192,BR,São Paulo
Barsbuttel,53.5667,10.1667,DE,Schleswig-Holstein
El Tabo,-33.4586,-71.6619,CL,Valparaíso
Strand,59.0633,6.0278,NO,Rogaland
Befandriana,-15.2667,48.5333,MG,Mahajanga
King City,36.2164,-121.1330,US,California
Newington,38.7358,-77.1993,US,Virginia
Bollnas,61.3481,16.3947,SE,Gävleborg
Barlinek,53.0000,15.2000,PL,Zachodniopomorskie
Sendenhorst,51.8439,7.8278,DE,North Rhine-Westphalia
Aconibe,1.3000,10.9333,GQ,Wele-Nzas
Nemours,48.2686,2.6936,FR,Île-de-France
Khombole,14.7667,-16.6833,SN,Thiès
Koskapur,26.2669,87.1465,IN,Bihār
Saka,34.3412,132.5136,JP,Hiroshima
Nishon Tumani,38.6558,65.6994,UZ,Qashqadaryo
Wath upon Dearne,53.5022,-1.3402,GB,Rotherham
Lewisville,36.1030,-80.4166,US,North Carolina
Pottsville,40.6798,-76.2091,US,Pennsylvania
Seyitgazi,39.4456,30.6939,TR,Eskişehir
Mozarlandia,-14.7450,-50.5708,BR,Goiás
Santa Barbara,-37.6706,-72.0214,CL,Biobío
Singhbari,25.3946,88.0131,IN,West Bengal
Faberg,61.1684,10.4048,NO,Innlandet
Pomfret,42.4029,-79.3534,US,New York
Serrolandia,-11.4158,-40.3019,BR,Bahia
Eraniel,8.2059,77.3173,IN,Tamil Nādu
Mahtha,26.5988,86.3158,IN,Bihār
Espita,21.0128,-88.3047,MX,Yucatán
Qigexingcun,42.0200,86.3031,CN,Xinjiang
Shanyincun,37.9151,114.4126,CN,Hebei
Plattling,48.7667,12.8667,DE,Bavaria
Pritzwalk,53.1500,12.1833,DE,Brandenburg
Rocky Point,40.9357,-72.9364,US,New York
Rosas,2.2667,-76.7500,CO,Cauca
Lakhipur,24.8000,93.0200,IN,Assam
Atlantic Beach,30.3375,-81.4127,US,Florida
Morag,53.9167,19.9333,PL,Warmińsko-Mazurskie
Kalikiri,13.6333,78.8000,IN,Andhra Pradesh
Palos Verdes Estates,33.7872,-118.3973,US,California
Carapebus,-22.1869,-41.6608,BR,Rio de Janeiro
Buchs,47.1667,9.4667,CH,Sankt Gallen
Luis Antonio,-21.5550,-47.7044,BR,São Paulo
Chuy,42.8100,75.2800,KG,Chüy
Oxford,42.1286,-71.8665,US,Massachusetts
Pandireddigudem,16.8000,81.3167,IN,Andhra Pradesh
Gmunden,47.9181,13.7994,AT,Oberösterreich
Dossenheim,49.4492,8.6722,DE,Baden-Württemberg
Cariamanga,-4.3200,-79.5600,EC,Loja
Matsushima,38.3802,141.0673,JP,Miyagi
Tahannawt,31.3514,-7.9508,MA,Marrakech-Safi
Veyrier,46.1667,6.1833,CH,Genève
Paso de los Toros,-32.8112,-56.5086,UY,Durazno
Zelenodolsk,47.5631,33.6524,UA,Dnipropetrovska Oblast
Kallanai,10.0374,78.0829,IN,Tamil Nādu
Crissiumal,-27.5000,-54.1008,BR,Rio Grande do Sul
Nolensville,35.9572,-86.6719,US,Tennessee
Dommasandra,12.8781,77.7543,IN,Karnātaka
Carpenedolo,45.3654,10.4323,IT,Lombardy
Pushing,38.1833,69.4333,TJ,Khatlon
Eiras,40.2421,-8.4240,PT,Coimbra
Grimstad,58.3405,8.5934,NO,Agder
Yengema,8.6167,-11.1667,SL,Eastern
Varazze,44.3600,8.5766,IT,Liguria
Santa Marcela,18.2872,121.4375,PH,Apayao
Shibam,15.9269,48.6267,YE,Ḩaḑramawt
Velen,51.8939,6.9897,DE,North Rhine-Westphalia
Soyaniquilpan,19.9892,-99.4361,MX,México
Santa Filomena,-8.1628,-40.6158,BR,Pernambuco
Papampeta,14.6855,77.5780,IN,Andhra Pradesh
Calle Larga,-32.8831,-70.6486,CL,Valparaíso
Port Victoria,0.1000,33.9833,KE,Busia
Hopewell,40.5906,-80.2731,US,Pennsylvania
Carros,43.7725,7.1933,FR,Provence-Alpes-Côte d’Azur
Affoltern am Albis,47.2833,8.4500,CH,Zürich
Ruti,47.2667,8.8500,CH,Zürich
Mogeiro,-7.2989,-35.4789,BR,Paraíba
Joaquin V. Gonzalez,-25.0833,-64.1833,AR,Salta
Tachov,49.7954,12.6337,CZ,Plzeňský Kraj
San Jose de Maipo,-33.6833,-70.3333,CL,Región Metropolitana
Chalfont Saint Peter,51.6070,-0.5560,GB,Buckinghamshire
El Almendro,11.6781,-84.7014,NI,Río San Juan
Ribeira Brava,32.6833,-17.0500,PT,Madeira
Sainte-Sophie,45.8200,-73.9000,CA,Quebec
Gueret,46.1706,1.8683,FR,Nouvelle-Aquitaine
Itagi,-14.1628,-40.0058,BR,Bahia
Diosd,47.4042,18.9458,HU,Pest
Rossdorf,49.8583,8.7556,DE,Hesse
Peddakurapadu,16.4833,80.2667,IN,Andhra Pradesh
Palombara Sabina,42.0667,12.7667,IT,Lazio
Cavallino,40.3167,18.2000,IT,Puglia
Elfers,28.2140,-82.7230,US,Florida
Forrest City,35.0135,-90.7931,US,Arkansas
Barentin,49.5444,0.9536,FR,Normandie
Bag`dod,40.4606,71.2214,UZ,Farg‘ona
Yozyovon,40.6619,71.7431,UZ,Farg‘ona
Rodental,50.2833,11.0667,DE,Bavaria
Autun,46.9511,4.2986,FR,Bourgogne-Franche-Comté
Tonosho,35.8372,140.6687,JP,Chiba
La Queue-en-Brie,48.7894,2.5767,FR,Île-de-France
Faradonbeh,32.0078,51.2156,IR,Chahār Maḩāl va Bakhtīārī
North Walsham,52.8214,1.3861,GB,Norfolk
Katagon,6.6333,2.5833,BJ,Ouémé
Kilgore,32.3980,-94.8602,US,Texas
Yakage,34.6275,133.5872,JP,Okayama
Narhat,24.7774,85.4237,IN,Bihār
Qal`at al Madiq,35.4100,36.3900,SY,Ḩamāh
Fatehpur,25.2463,87.0380,IN,Bihār
Debno,52.7333,14.7000,PL,Zachodniopomorskie
Ingeniero Maschwitz,-34.3667,-58.7500,AR,Buenos Aires
Lincolnwood,42.0054,-87.7330,US,Illinois
Novi Marof,46.1667,16.3333,HR,Varaždinska Županija
Ottersberg,53.1000,9.1500,DE,Lower Saxony
Ambodilazana,-18.1194,49.1208,MG,Toamasina
Kudangulam,8.1903,77.7000,IN,Tamil Nādu
Luderitz,-26.6458,15.1539,NA,//Karas
Dahu,24.3978,120.8486,TW,Miaoli
Sudbury,52.0417,0.7282,GB,Suffolk
Nova Veneza,-28.6369,-49.4978,BR,Santa Catarina
Puerto Morazan,12.7669,-87.1317,NI,Chinandega
Kamikawa,36.2139,139.1017,JP,Saitama
Flitwick,52.0038,-0.4966,GB,Central Bedfordshire
Bugugoucun,41.6904,117.4483,CN,Hebei
Shin,34.7833,36.4333,SY,Ḩimş
Aubenas,44.6197,4.3903,FR,Auvergne-Rhône-Alpes
Cesky Krumlov,48.8111,14.3153,CZ,Jihočeský Kraj
Oudenbosch,51.5892,4.5239,NL,Noord-Brabant
Nordestina,-10.8228,-39.4278,BR,Bahia
Coolidge,32.9363,-111.5254,US,Arizona
Tanagura,37.0299,140.3796,JP,Fukushima
Shetpe,44.1667,52.1167,KZ,
Castiglion Fiorentino,43.3439,11.9189,IT,Tuscany
Tehachapi,35.1276,-118.4744,US,California
Itirucu,-13.5319,-40.1500,BR,Bahia
Cowdenbeath,56.1100,-3.3500,GB,Fife
Odder,55.9725,10.1497,DK,Midtjylland
Kasumkent,41.6667,48.1333,RU,Dagestan
Kuhbil,36.5133,41.9542,IQ,Nīnawá
Tarhunah,32.4339,13.6344,LY,Ţarābulus
Ficarazzi,38.0833,13.4667,IT,Sicilia
Moorreesburg,-33.1500,18.6667,ZA,Western Cape
Porto Recanati,43.4322,13.6647,IT,Marche
Tirumakudal Narsipur,12.2121,76.9018,IN,Karnātaka
Hullhorst,52.2833,8.6667,DE,North Rhine-Westphalia
Bas Goynuk,41.3228,47.1133,AZ,Şəki
Demerval Lobao,-5.3578,-42.6758,BR,Piauí
Shahpura,23.1828,80.6997,IN,Madhya Pradesh
Guillena,37.5333,-6.0500,ES,Andalusia
Bombarral,39.2681,-9.1553,PT,Leiria
Trebaseleghe,45.5833,12.0500,IT,Veneto
Ban Chomphu Nuea,16.6833,100.6667,TH,Phitsanulok
Arma,25.1966,86.2468,IN,Bihār
Abrera,41.5165,1.9024,ES,Catalonia
Picana,39.4361,-0.4350,ES,Valencia
Chiroqchi,39.0336,66.5739,UZ,Qashqadaryo
Al Muzayrib,32.7109,36.0266,SY,Dar‘ā
Jitauna,-14.0189,-39.8889,BR,Bahia
Engenheiro Paulo de Frontin,-22.5500,-43.6778,BR,Rio de Janeiro
Puerto San Martin,-32.7167,-60.7333,AR,Santa Fe
Amity,40.2905,-75.7477,US,Pennsylvania
Miarinarivo,-18.9608,46.9000,MG,Antananarivo
Harwich,41.6957,-70.0684,US,Massachusetts
Cremlingen,52.2489,10.6542,DE,Lower Saxony
As,50.2239,12.1950,CZ,Karlovarský Kraj
Sitio do Mato,-13.0850,-43.4650,BR,Bahia
Weinsberg,49.1518,9.2857,DE,Baden-Württemberg
Vilangurichchi,11.0709,77.0178,IN,Tamil Nādu
Kallur,16.1405,77.2081,IN,Karnātaka
Sint-Michiels,51.1833,3.2167,BE,Flanders
Manakondur,18.3981,79.2250,IN,Andhra Pradesh
Wolfhagen,51.3167,9.1667,DE,Hesse
Fort Campbell North,36.6631,-87.4764,US,Kentucky
Pfarrkirchen,48.4167,12.9167,DE,Bavaria
Berezne,51.0000,26.7500,UA,Rivnenska Oblast
Washington,40.1741,-80.2465,US,Pennsylvania
Reggada,29.5716,-9.6972,MA,Souss-Massa
Saint-Charles-Borromee,46.0500,-73.4667,CA,Quebec
Capo d'Orlando,38.1500,14.7333,IT,Sicilia
Rabot,38.6167,68.1833,TJ,Nohiyahoi Tobei Jumhurí
Hashikami,40.4525,141.6211,JP,Aomori
Fene,43.4667,-8.1667,ES,Galicia
Nosivka,50.9300,31.5800,UA,Chernihivska Oblast
Bhagwatpur,25.7484,85.7016,IN,Bihār
Motobu,26.6575,127.8978,JP,Okinawa
Glendale,43.1287,-87.9277,US,Wisconsin
Nesconset,40.8467,-73.1522,US,New York
Charlton,42.1351,-71.9680,US,Massachusetts
Stolin,51.8833,26.8500,BY,Brestskaya Voblasts’
Kalavai,12.7691,79.4196,IN,Tamil Nādu
Zella-Mehlis,50.6597,10.6669,DE,Thuringia
Zandhoven,51.2167,4.6500,BE,Flanders
Sweden,43.1791,-77.9406,US,New York
Ban Chorakhe Samphan,14.3258,99.8623,TH,Suphan Buri
Bronderslev,57.2694,9.9472,DK,Nordjylland
Ergolding,48.5833,12.1667,DE,Bavaria
Bocholt,51.1722,5.5794,BE,Flanders
Mercedes Umana,13.5667,-88.5000,SV,Usulután
Turbihal,15.7614,76.5964,IN,Karnātaka
Palmetto,27.5251,-82.5749,US,Florida
Portage La Prairie,49.9728,-98.2919,CA,Manitoba
Cocotitlan,19.2167,-98.8500,MX,México
Rothenbach an der Pegnitz,49.4847,11.2475,DE,Bavaria
Qal`eh Ra'isi,31.1900,50.4419,IR,Kohgīlūyeh va Bowyer Aḩmad
El Tablon,1.4269,-77.0969,CO,Nariño
Sahri,25.4721,85.7277,IN,Bihār
Usumatlan,14.9489,-89.7767,GT,Zacapa
Kolattur,13.3295,79.4797,IN,Andhra Pradesh
Beyla,8.6833,-8.6333,GN,N’Zérékoré
Fruita,39.1548,-108.7305,US,Colorado
La Victoria,4.5214,-76.0364,CO,Valle del Cauca
Mani,4.8167,-72.2833,CO,Casanare
Borodyanka,50.6474,29.9258,UA,Kyivska Oblast
Franconia,40.3055,-75.3590,US,Pennsylvania
Herbrechtingen,48.6253,10.1739,DE,Baden-Württemberg
Lake Station,41.5729,-87.2599,US,Indiana
Terebovlya,49.3000,25.7000,UA,Ternopilska Oblast
Kiiminki,65.1333,25.7750,FI,Pohjois-Pohjanmaa
Cho Lach,10.2647,106.1300,VN,Bến Tre
Seravezza,44.0000,10.2333,IT,Tuscany
Cacu,-18.5569,-51.1308,BR,Goiás
Olfen,51.7167,7.3833,DE,North Rhine-Westphalia
Los Chiles,10.9639,-84.5990,CR,Alajuela
Rabor,29.2911,56.9131,IR,Kermān
Dhanaura,25.1905,87.2595,IN,Bihār
Kamianka,49.0333,32.1000,UA,Cherkaska Oblast
Arakere,12.4133,76.8168,IN,Karnātaka
Slobozhanske,48.5342,35.0749,UA,Dnipropetrovska Oblast
Sargur,11.9997,76.3961,IN,Karnātaka
Baruari,26.0305,86.5965,IN,Bihār
Montegranaro,43.2333,13.6333,IT,Marche
Chenggong,23.1167,121.3500,TW,Taitung
Gartringen,48.6408,8.9006,DE,Baden-Württemberg
Lawang Bato,14.7300,120.9961,PH,Valenzuela
Superior,39.9340,-105.1588,US,Colorado
Clinton,41.2980,-72.5300,US,Connecticut
Fyzabad,10.1833,-61.5500,TT,Siparia
Chulumani,-16.4102,-67.5255,BO,La Paz
Ammavarikuppam,13.1784,79.4169,IN,Tamil Nādu
Calcinato,45.4581,10.4146,IT,Lombardy
Auburn,41.3666,-85.0559,US,Indiana
Svirsk,53.0833,103.3333,RU,Irkutskaya Oblast’
Harrow on the Hill,51.5655,-0.3327,GB,Harrow
Panjipara,26.1369,88.0132,IN,West Bengal
Mohgaon,21.6394,78.7364,IN,Madhya Pradesh
Haselunne,52.6667,7.4667,DE,Lower Saxony
Cairo Montenotte,44.4000,8.2667,IT,Liguria
Ambazoa,-25.3139,45.8972,MG,Toliara
Gaura,24.9643,86.3739,IN,Bihār
Ocana,39.9569,-3.4967,ES,Castille-La Mancha
Sebt Labrikiyne,32.2944,-8.0722,MA,Marrakech-Safi
Pontecorvo,41.4626,13.6676,IT,Lazio
Campo de Criptana,39.4000,-3.1167,ES,Castille-La Mancha
Sarria,42.7833,-7.4167,ES,Galicia
Finneytown,39.2159,-84.5144,US,Ohio
Pacora,5.5258,-75.4589,CO,Caldas
Ambohidronono,-18.7500,48.0333,MG,Toamasina
Los Alamos,35.8927,-106.2862,US,New Mexico
Ulvila,61.4333,21.9000,FI,Satakunta
Shin'onsen,35.6235,134.4489,JP,Hyōgo
Esneux,50.5333,5.5667,BE,Wallonia
Mahao,26.8675,108.3267,CN,Guizhou
Palangavangudi,10.7244,78.8108,IN,Tamil Nādu
Nawa Nagar Nizamat,26.2895,84.9351,IN,Bihār
Monteux,44.0356,4.9972,FR,Provence-Alpes-Côte d’Azur
Ajijic,20.3000,-103.2833,MX,Jalisco
Skoghall,59.3333,13.4333,SE,Värmland
Gvardeysk,54.6667,21.0833,RU,Kaliningradskaya Oblast’
Barkagaon,23.8651,85.2167,IN,Jhārkhand
Brignais,45.6739,4.7542,FR,Auvergne-Rhône-Alpes
Hardiya,26.9443,84.8542,IN,Bihār
Kalappalangulam,9.1889,77.5604,IN,Tamil Nādu
San Biagio di Callalta,45.6867,12.3815,IT,Veneto
Parvomay,42.1000,25.2167,BG,Plovdiv
Smithfield,41.8349,-111.8265,US,Utah
Serra Azul,-21.3108,-47.5658,BR,São Paulo
Manamodu,11.1965,79.5953,IN,Tamil Nādu
El Kansera,34.0419,-5.9272,MA,Rabat-Salé-Kénitra
Qazmalar,40.9814,47.8458,AZ,Qəbələ
Lahaina,20.8848,-156.6618,US,Hawaii
Bergen,51.6000,6.0500,NL,Limburg
North Tidworth,51.2370,-1.6640,GB,Wiltshire
